67,6.331,6.0715,6.0155,5.974,6.1375
50,6.3015,6.2705,5.9435,5.906,5.955
11,5.797,5.8695,5.8415,5.9015,5.868
52,6.0045,5.983,5.8765,5.8155,5.904
39,5.876,5.9005,5.862,5.986,5.91
13,5.92,6.227,6.2765,6.2945,6.4265
37,6.4455,6.5055,6.441,6.5255,6.679
40,6.591,6.5565,6.5895,6.567,6.638
40,6.5175,6.5235,6.463,6.402,6.7365
33,6.753,6.756,6.829,6.7885,6.5905
11,6.5745,6.778,6.7435,7.048,7.003
30,7.06,7.008,7.214,7.291,7.1085
3,7.1215,7.21,7.3215,7.5045,7.1815
75,7.3555,7.101,6.9675,7.0865,6.855
72,6.8745,6.4915,6.5465,6.4355,6.249
36,6.5645,6.523,6.6935,6.5735,6.4265
79,6.4455,6.314,6.2295,5.9855,6.136
20,6.106,6.243,6.1605,6.335,6.273
8,6.162,6.3155,6.438,6.1385,6.1005
32,5.942,5.8955,6.1605,6.1515,6.1915
42,6.342,6.345,6.2945,6.2915,6.1275
48,6.1155,6.0725,5.9165,6.05,5.89
35,5.4305,5.463,5.548,5.457,5.503
10,5.6715,5.811,5.863,5.9755,6.1825
74,6.165,6.103,5.9245,5.997,6.005
15,5.8715,6.0035,5.9435,5.92,5.8565
37,5.8565,5.843,5.8945,6.0035,6.121
41,6.379,6.3915,6.416,6.4415,6.5
46,6.2945,6.328,6.2345,6.3035,6.443
69,6.4825,6.3785,6.388,6.33,6.2265
62,6.3425,6.243,6.332,6.1895,6.2415
7,6.6245,6.7605,6.9395,6.861,6.957
5,7.019,7.122,7.2535,7.2875,7.2725
32,7.4065,7.416,7.565,7.5365,7.5915
14,7.6425,8.0365,7.9685,7.985,7.9495
57,7.853,7.6855,7.7695,8.0435,7.77
47,7.8135,7.7775,7.6515,7.824,7.7585
17,7.7765,8.232,8.178,7.9335,7.9335
15,8.2485,8.4565,8.45,8.4975,8.3755
46,8.342,8.2615,8.129,8.2305,8.4235
16,8.4465,8.5385,8.5995,8.5135,8.6665
77,8.5185,8.284,7.945,7.889,7.9175
34,8.2085,8.241,8.5195,8.41,8.8625
23,8.86,8.9745,8.77,8.8275,8.8265
14,8.784,8.9025,8.8385,8.8145,8.7425
40,8.781,8.7125,8.697,8.7785,8.902
15,8.879,9.1645,9.2375,9.238,9.1295
33,9.107,9.0545,9.1685,9.1375,9
32,9.211,9.2505,9.371,9.293,9.2745
40,9.234,9.217,9.204,9.2765,9.4375
80,9.5625,9.3435,9.098,8.871,8.8425
35,8.835,8.7695,9.2225,8.557,8.482
38,8.6055,8.6765,8.6855,8.7965,8.8215
11,9.153,9.265,9.3105,9.4625,9.521
69,9.4515,9.331,9.388,9.325,9.021
45,8.834,8.8875,8.862,8.6645,8.472
45,8.601,8.6395,8.5835,8.454,8.3445
59,8.4525,8.307,8.4035,8.3365,8.254
66,8.235,8.0485,8.091,8.226,8.13
13,8.266,8.555,8.549,8.4675,8.731
37,8.971,9.0065,9.0065,9.147,9.2645
15,9.138,9.2455,9.2355,9.202,9.024
41,9.1145,9.091,9.0005,8.917,8.941
16,9.1935,9.2945,9.271,9.115,9.8315
35,9.7535,9.7905,10.0595,9.9225,9.9985
29,9.8555,9.88,10.04,10.197,10.219
73,10.3035,10.128,9.6255,9.7405,9.8545
53,9.94,9.9325,9.811,9.6635,9.613
35,9.75,9.7065,9.8345,9.62,9.6825
59,9.416,9.2845,9.3775,9.4025,9.484
36,9.3265,9.3145,9.498,9.299,9.1825
34,9.3185,9.386,9.7115,9.5815,9.708
14,9.6275,10.0625,10.1175,10.209,10.2245
11,10.4745,10.6595,10.7095,10.837,10.914
34,10.6275,10.5615,10.675,10.519,10.6435
25,10.5765,10.903,10.7775,10.6605,10.826
32,10.6745,10.709,11.126,11.195,11.126
71,11.066,10.585,10.498,10.074,10.135
19,9.685,10.2545,9.7065,9.918,10.115
72,10.1475,9.884,9.7965,9.126,8.9465
13,8.877,9.6775,9.6865,9.6015,9.9635
9,10.3265,10.546,10.7615,10.627,10.5
25,10.809,10.995,10.863,10.5695,10.828
2,10.9765,11.1285,11.339,11.965,12.0845
49,11.6625,11.5935,11.1615,11.1805,11.4925
27,11.2105,11.4855,11.122,10.8115,10.599
10,10.625,10.975,11.0755,11.237,11.566
39,11.774,11.8405,11.8075,12.3355,12.1165
67,12.194,11.5765,11.6805,11.739,11.8805
57,11.3575,9.92,10.339,10.866,10.6755
5,10.605,10.781,10.9145,10.824,10.85
65,10.8995,10.561,10.5395,10.8695,10.9465
81,10.8915,10.5995,10.226,9.857,9.4625
75,9.617,9.4495,9.12,9.7075,9.4195
15,9.6145,9.8565,9.8015,9.812,9.5995
63,9.766,9.524,9.6515,9.476,9.0255
43,9.0105,9.063,9.063,8.9665,9.126
15,8.7175,8.9515,8.864,8.8135,8.6945
32,8.693,8.655,8.9515,8.8755,8.8805
69,9.1305,8.928,8.967,8.945,8.7965
3,8.921,9.083,9.472,9.7225,9.5465
37,9.3045,9.35,9.39,9.666,9.7685
19,9.6075,9.722,8.973,9.086,9.384
41,9.157,9.2095,9.274,9.249,9.277
52,9.5795,9.565,9.2235,8.9965,9.125
41,9.113,9.029,8.9445,8.9565,8.9265
68,9.19,8.9845,9.002,8.965,9.013
8,9.0545,9.1885,9.382,9.216,9.1695
59,9.2295,9.113,9.2215,9.2525,9.276
37,9.6165,9.5865,9.62,9.752,10.1435
63,10.272,10.058,10.2305,10.1255,9.9025
72,9.983,9.6995,9.7195,9.5935,9.349
25,9.3985,9.5345,9.423,9.275,9.4195
40,9.5535,9.555,9.499,9.412,9.5165
29,9.721,9.7995,11.3425,11.595,11.502
50,11.5125,11.4725,11.1995,11.258,11.195
17,11.149,11.3345,11.384,11.1465,11.2195
75,11.203,10.918,10.6925,10.9055,10.7665
51,10.864,10.762,10.6445,10.7375,10.4615
58,10.6455,10.411,10.7285,10.6605,10.882
41,10.94,10.924,10.825,10.821,10.7365
5,10.7225,10.9175,11.133,11.2015,11.151
38,11.0285,11.108,11.0035,11.2805,11.281
15,11.0655,11.4175,11.466,11.4765,11.353
51,11.2525,11.2525,10.975,10.9185,10.768
67,10.9195,10.8005,10.8465,10.8735,11.3085
52,11.4145,11.3005,11.152,10.8525,11.0005
50,11.866,11.8045,11.665,11.6045,11.5405
32,11.7485,11.6995,11.828,11.719,11.703
37,11.6375,11.622,11.6595,11.871,12.0775
38,12.0585,12.0175,11.9725,12.155,12.06
41,12.287,12.196,12.3055,12.356,12.311
37,12.4135,12.394,12.311,12.569,12.957
38,12.8545,12.7835,12.7815,13.012,13.0635
33,12.9,12.9375,13.084,13.0405,12.8735
47,12.74,12.623,12.4835,12.8295,12.716
29,12.6005,12.53,12.796,13.0235,12.9255
77,12.953,12.548,12.2495,12.211,12.118
36,12.209,12.197,12.3745,12.2425,12
52,11.689,11.7155,11.4245,11.146,11.912
40,11.6445,11.607,11.621,11.7165,11.878
68,11.603,11.3675,11.3155,11.3235,11.33
55,11.1475,11.03,11.2615,11.4855,11.689
31,11.9015,11.994,12.181,12.17,12.3555
41,12.5635,12.6025,12.5165,12.6245,12.698
47,12.6685,12.6635,12.3885,12.5345,12.588
29,12.5625,12.4595,12.693,13.02,12.8995
71,13.075,12.846,12.931,12.4315,12.4155
5,12.259,12.5435,12.8655,12.924,12.9575
41,13.423,13.319,13.3175,13.267,13.397
50,13.6365,13.595,13.4465,13.524,13.606
30,13.5095,13.4055,13.673,14.1995,13.802
24,13.0175,13.638,13.275,13.25,12.999
69,13.3445,13.111,13.0115,13.0975,12.8605
16,12.935,13.4735,13.462,13.2545,13.4875
44,13.3205,13.297,13.271,12.9935,12.968
38,13.1625,13.2135,13.287,13.6555,13.7795
43,13.6895,13.694,13.7095,13.562,13.7065
80,13.755,13.287,13.091,12.8945,12.8205
58,12.864,12.6695,12.8875,12.801,13.0155
51,13.265,13.3245,13.0805,13.166,12.9515
58,12.954,12.774,12.9475,13.057,13.2385
21,13.4925,13.6435,13.386,13.617,13.37
29,12.971,13.016,13.1775,13.445,13.439
75,13.735,12.7405,12.487,12.6905,12.4115
14,12.6275,12.9025,12.786,12.8865,12.934
11,13.008,13.1815,13.2255,13.4165,13.328
15,13.206,13.495,13.3815,13.443,13.148
32,13.09,13.087,13.3645,13.2765,13.3415
41,13.46,13.344,13.285,13.3585,13.3915
25,13.8435,14.0535,13.739,13.5835,13.7895
9,13.6995,13.903,14.088,13.908,13.672
65,13.668,13.5305,13.6045,13.8785,13.8775
14,13.8845,14.105,14.1865,14.2015,14.294
37,14.5295,14.5765,14.6165,14.983,15.3775
44,15.3285,15.3435,15.4345,15.2055,15.2615
37,15.174,15.053,14.947,15.17,15.6005
65,15.305,15.1205,15.061,15.2785,15.2105
50,15.0495,15.0375,14.8455,14.787,14.863
44,14.8345,14.6985,14.567,14.3235,14.241
38,14.2785,14.3545,14.2285,14.4865,14.5005
69,14.3105,14.0465,14.079,14.199,14.049
13,14.44,14.682,14.705,14.793,14.9855
41,15.018,14.982,14.943,14.896,14.803
12,15.2085,15.6015,15.603,15.817,15.5745
33,15.7065,15.6325,15.906,15.8005,15.632
48,16.0475,16.0255,15.738,15.952,15.5015
56,15.1615,14.9115,15.2585,15.5445,15.535
11,15.32,15.5245,15.5385,16.4465,16.322
57,16.627,16.338,16.6105,18.1695,17.908
44,18.135,18.054,18.2015,17.95,17.937
46,17.9445,17.809,17.178,17.5155,17.719
5,17.4765,17.811,18.37,18.4585,18.309
31,18.247,18.1285,18.446,18.6155,18.832
6,19.0685,19.3355,19.681,19.615,19.233
41,19.298,19.2245,19.3475,19.2445,19.389
38,19.1095,19.0625,19.212,19.4485,19.3825
32,19.798,19.7595,20.11,20.146,19.96
74,20.2195,19.904,19.6685,19.9395,19.8985
32,19.822,19.6815,19.9015,20.096,20.0505
59,19.883,19.549,19.877,19.7935,19.79
18,19.9805,20.3525,20.227,19.9935,19.38
21,19.314,19.7215,19.21,20.1505,17.9345
37,17.3075,17.3975,17.3225,17.7295,18.054
47,18.0435,18.0895,17.4625,17.86,17.8675
67,17.6825,17.369,17.49,17.338,17.589
41,17.916,17.99,18.0065,18.105,17.989
14,18.195,18.6185,18.608,18.603,18.5265
41,18.441,18.532,18.5755,18.687,18.752
81,18.9385,18.6615,18.4485,18.031,17.5925
77,17.7355,17.1705,16.9235,16.9145,16.8185
54,17.1495,17.098,16.681,16.15,15.888
25,16.3535,16.5905,15.8555,15.5865,15.7955
11,15.804,16.184,16.2455,16.5435,16.466
25,16.229,16.8575,15.1915,14.829,15.019
15,15.2065,15.3945,15.4005,15.5025,14.869
56,14.6355,14.416,14.612,15.143,15.232
40,14.881,14.7595,14.885,14.838,15.0595
32,15.2505,15.2455,15.612,15.541,15.508
50,15.689,15.6275,15.442,15.3595,15.339
11,16.1785,16.4835,16.375,16.6205,16.76
40,16.2955,16.3135,16.381,16.281,16.719
40,16.35,16.21,16.362,16.208,16.372
38,16.2845,16.2285,16.239,16.6195,16.6425
74,16.8745,16.6775,16.1905,16.4985,16.396
14,17.31,17.766,17.722,17.795,17.6225
41,17.933,17.988,18.042,17.907,17.9305
69,16.2005,16.0205,16,16.1255,15.6495
14,15.353,15.6825,15.616,15.6945,15.5725
37,15.84,15.9165,15.966,16.314,16.6605
41,16.6815,16.7265,16.7565,16.789,16.6455
32,16.5795,16.701,17.0915,17.159,17.001
38,16.952,17.119,16.95,17.2975,17.319
68,17.117,16.4875,16.5665,16.526,16.5595
22,16.1945,16.388,16.2,16.25,16.566
35,16.225,16.1815,16.4105,16.0965,16.1605
49,16.091,16.122,15.873,15.9205,16.137
63,16.11,15.849,16.135,15.7685,15.5695
44,15.3225,15.4155,15.2985,15.143,15.182
15,15.3105,15.7665,15.6485,15.659,14.353
10,14.4985,14.7795,14.706,14.9535,15.273
49,15.286,15.1405,14.826,14.832,14.993
10,15.2555,15.6005,15.5755,15.824,16.391
38,16.1525,16.2465,16.327,16.527,16.6315
39,16.782,16.752,16.6785,16.932,16.3
72,16.3155,15.825,15.8465,15.6315,15.332
68,15.625,15.292,15.368,15.366,15.3035
13,14.753,14.944,14.8865,14.995,15.327
59,15.3145,15.1515,15.4545,15.602,15.515
52,15.5175,15.426,15.1095,14.7645,14.921
74,15.023,14.8465,14.5705,14.737,14.6635
10,14.3475,14.537,14.472,14.8625,15.516
40,15.6195,15.483,15.3375,15.1955,15.589
13,17.7265,18.2235,18.1775,18.2375,18.6945
41,18.714,18.528,18.65,18.757,18.8585
64,19.0915,18.7715,18.6685,18.95,19.183
33,19.007,18.9295,19.2685,19.24,19.008
39,19.283,19.2305,19.136,19.3915,19.0045
65,18.928,18.4755,18.3185,18.712,18.529
40,18.6675,18.596,18.757,18.662,18.9245
41,18.7555,18.7045,18.548,18.3675,18.528
40,18.7295,18.605,18.513,18.6125,18.852
14,18.7205,19.06,19.177,19.1325,19.118
43,19.2555,19.1725,19.302,18.778,19.4755
39,19.559,19.49,19.4995,22.255,21.928
50,21.4655,21.4685,21.089,21.1435,21.152
29,21.0595,20.955,21.344,21.6845,21.6425
35,21.551,21.3435,21.614,21.3,21.262
32,21.0855,21.193,21.5815,21.3815,21.2735
68,21.571,21.3285,21.4615,21.546,21.5495
68,21.8295,21.539,21.3475,21.175,21.274
44,21.5385,21.6485,21.496,21.1835,21.363
22,21.3905,21.9695,21.746,21.8145,22.2995
44,22.042,22.005,21.905,21.493,21.7045
42,21.8695,21.8855,21.802,21.836,21.485
2,21.7195,22.1755,22.7785,23.2785,23.0595
5,23.774,24.1505,24.405,24.4,24.4135
17,24.109,26.471,26.5705,26.3015,26.45
41,26.838,26.8075,26.7515,26.595,26.8505
68,26.473,26.131,26.2,26.373,26.2955
41,26.483,26.576,26.761,26.751,26.646
76,25.789,24.7235,23.1685,23.3185,25.0385
43,25.9185,25.9005,25.6445,24.827,25.5275
58,25.236,24.95,25.877,25.8445,26.112
67,26.472,26.069,26.1185,26.3695,26.9435
23,27.013,27.4195,26.92,26.8035,26.6875
73,26.2125,25.203,24.8035,25.5945,26.036
24,26.627,27.184,26.874,27.097,26.658
13,26.99,27.5095,27.445,27.2415,28.122
49,28.538,28.6575,28.044,27.7885,28.1955
13,29.9515,30.4305,30.5505,30.855,31.3275
37,31.295,31.4175,31.2655,32.0475,32.7825
39,32.9685,32.7745,32.984,33.6625,33.28
38,32.1175,32.3905,32.165,33.177,33.0635
23,33.4225,33.9495,33.5575,33.767,33.663
17,33.24,33.953,33.8005,33.3125,33.632
24,33.4915,33.8665,33.2395,33.116,32.0075
32,32.8955,32.932,33.7885,33.5325,33.207
40,33.2255,33.1575,33.185,33.1395,33.76
53,34.6985,34.4535,33.7945,31.8495,31.6895
